Credit Note Date,Issued Date,Product ID,Issued Date,CreditNotes ID,Credit Note Number,Credit Note Status,Accounts Receivable,Customer Name,Customer Number,Billing Attention,Billing Address,Billing Street 2,Billing City,Billing State,Billing Country,Billing Code,Billing Phone,Billing Fax,Shipping Attention,Shipping Address,Shipping Street 2,Shipping City,Shipping State,Shipping Country,Shipping Phone,Shipping Code,Shipping Fax,Customer ID,Currency Code,Exchange Rate,Is Inclusive Tax,Total,Balance,Entity Discount Percent,Notes,Terms & Conditions,Reference#,Shipping Charge,Shipping Charge Tax ID,Shipping Charge Tax Amount,Shipping Charge Tax Name,Shipping Charge Tax %,Shipping Charge Tax Type,Cuenta de gastos de envío,Adjustment,Adjustment Account,Is Discount Before Tax,Item Name,Discount,Discount Amount,Quantity,Item Desc,Item Tax Amount,Item Total,Applied Invoice Number,Project ID,Project Name,Tax1 ID,Item Tax,Item Tax %,Item Tax Type,Sales person,Discount Type,SubTotal,Round Off,Adjustment Description,Subject,Template Name,Usage unit,Item Price,Account,Account Code,Entity Discount Amount,Kit Combo Item Name,CF.Tipo documento (DTE),CF.Tipo Nota de Crédito,CF.Folio NC,CF.Notificar NC,CF.Agregar observación,CF.RUT,CF.Comuna,CF.Ciudad,CF.Giro,CF.Dirección,CF.ID de NC,CF.Folio ND,CF.Fecha Emisión ND,CF.Tipo Nota de Débito,CF.ID de ND,CF.Notificar ND,CF.encryp NC,CF.encryp ND,CF.Documento Referencia NC,CF.Folio Referencia NC,CF.Fecha referencia NC,CF.Documento Referencia ND,CF.Fecha referencia ND,CF.Folio Referencia ND,CF.Resultado FE,CF.Descripción Resultado,CF.Código Estado SII,CF.Glosa Estado SII,CF.Resultado FE ND,CF.Descripción Resultado ND,CF.Código Estado SII ND,CF.Glosa Estado SII ND,CF.Track Id NC,CF.Track Id ND,CF.Observación SII NC,CF.Observación SII ND,CF.XML NC,CF.XML ND,CF.Giro DTE,CF.Log NC,CF.Log ND,CF.Resultado facturación NC,CF.Resultado facturación ND,CF.Descripción Resultado NC,CF.Resultado FE NC,CF.Código Estado SII NC,CF.Glosa Estado SII NC,CF.Código Estado Comercial NC,CF.Código Estado Mercadería NC,CF.Código Estado Comercial ND,CF.Código Estado Mercadería ND,CF.Fecha Consulta Dte ND,CF.Fecha Consulta Dte NC
2025-06-25,,4984177000004179001,,4984177000008103053,NC80-FE256,Closed,Cuentas por cobrar,Jugabet,CUS-00018,,,,,,,,,,,,,,,,,,,4984177000007671066,CLP,1,false,5093323,0,0.00,,,256,0,,,,,,,0,,true,Servicio de Seguridad,0.00,0.00,1.00,"129,71 UF",0,5093323,FE256,,,4984177000000190090,Exento IVA,0.00,ItemAmount,,item_level,5093323,0,Ajuste,,Standard Template,,5093323,Ventas,,0.0,,Nota Crédito (61),Anula Documento de Referencia,80,false,,55555555-5,SIN INFORMACION,SIN INFORMACION,SIN INFORMACION,SIN INFORMACION,,,,,,false,https://d1iwzdr0d2nlun.cloudfront.net/PDF_R77840623-3T61F80A1.pdf,,Factura exenta (34),256,2025-06-20,,,,Estado DTE SII retornado correctamente.,TVAL,0,Documento Recibido por el SII. Datos Coinciden con los Registrados,,,,,,,,,https://d1iwzdr0d2nlun.cloudfront.net/XMLSII_R77840623-3T61F80A1.xml,,,"
FECHA DE PROCESO : 25-06-2025 12:18:43
DOCUMENTO EN SII : ENVIADO
DOCUMENTO PDF : CREADO
DOCUMENTO XML : CREADO
PDF CREADO ADJUNTADO DTE : ADJUNTADO
DETALLE : DTE procesado correctamente.
",,Procesado correctamente,,,,,,,,,,,
2025-06-25,,,,4984177000008103173,NC81-FA1384,Closed,Cuentas por cobrar,FMT Bbosch,CUS-00003,,,,,,,,,,,,,,,,,,,4984177000001031001,CLP,1,false,1635471,0,0.00,,,,0,,,,,,,0,,true,,0.00,0.00,1.00,"Servicio de Seguridad
35 UF
Mes Junio",261126,1374345,FA1384,4984177000001684913,FMT,4984177000000190108,IVA,19.00,ItemAmount,,item_level,1374345,0,Ajuste,,Standard Template,,1374345,Ventas,,0.0,,Nota Crédito (61),Anula Documento de Referencia,81,false,,77729842-9,QUILICURA,SANTIAGO,INSTALACIONES ELECTRICAS,AMERICO VESPUCIO 2150,,,,,,false,https://d1iwzdr0d2nlun.cloudfront.net/PDF_R77840623-3T61F81A1.pdf,,Factura afecta (33),1384,2025-07-01,,,,,,,,,,,,,,,,https://d1iwzdr0d2nlun.cloudfront.net/XMLSII_R77840623-3T61F81A1.xml,,,"
FECHA DE PROCESO : 25-06-2025 12:44:58
DOCUMENTO EN SII : ENVIADO
DOCUMENTO PDF : CREADO
DOCUMENTO XML : CREADO
PDF CREADO ADJUNTADO DTE : ADJUNTADO
DETALLE : DTE procesado correctamente.
",,Procesado correctamente,,,,,,,,,,,
2025-06-26,,4984177000004179001,,4984177000008103283,NC82-FA1379,Closed,Cuentas por cobrar,Newtree,CUS-00015,,,,,,,,,,,,,,,,,,,4984177000006414003,CLP,1,false,2570025,0,0.00,,,1379,0,,,,,,,0,,true,Servicio de Seguridad,0.00,0.00,1.00,55 UF,410340,2159685,FA1379,,,4984177000000190108,IVA,19.00,ItemAmount,,item_level,2159685,0,Ajuste,,Standard Template,,2159685,Ventas,,0.0,,Nota Crédito (61),Anula Documento de Referencia,82,false,,77873029-4,CONCEPCION,CONCEPCION,VENTA AL POR MAYOR DE ARTICULOS ELECTRIC,Av Los Carrera Poniente 301  T100,,,,,,false,https://d1iwzdr0d2nlun.cloudfront.net/PDF_R77840623-3T61F82A1.pdf,,Factura afecta (33),1379,2025-06-20,,,,Estado DTE SII retornado correctamente.,TVAL,0,Documento Recibido por el SII. Datos Coinciden con los Registrados,,,,,,,,,https://d1iwzdr0d2nlun.cloudfront.net/XMLSII_R77840623-3T61F82A1.xml,,,"
FECHA DE PROCESO : 26-06-2025 10:55:21
DOCUMENTO EN SII : ENVIADO
DOCUMENTO PDF : CREADO
DOCUMENTO XML : CREADO
PDF CREADO ADJUNTADO DTE : ADJUNTADO
DETALLE : DTE procesado correctamente.
",,Procesado correctamente,,,,,,,,,,,
2025-07-20,,4984177000004179001,,4984177000008661353,NC83-FA1398,Closed,Cuentas por cobrar,Fernando Leniz,CUS-00014,,,,,,,,,,,,,,,,,,,4984177000006404322,CLP,1,false,2661988,0,0.00,,,,0,,,,,,,0,,true,Servicio de Seguridad,0.00,0.00,1.00,"Distrito los Trapenses
57 UF",425023,2236965,FA1398,,,4984177000000190108,IVA,19.00,ItemAmount,,item_level,2236965,0,Ajuste,,Standard Template,,2236965,Ventas,,0.0,,Nota Crédito (61),Anula Documento de Referencia,83,false,,77009086-5,LAS CONDES,santiago,RECOGIDA DE DESECHOS NO PELIGROSOS,EL TROVADOR 4280  1007,,,,,,false,https://d1iwzdr0d2nlun.cloudfront.net/PDF_R77840623-3T61F83A1.pdf,,Factura afecta (33),1398,2025-07-20,,,,,,,,,,,,,,,,https://d1iwzdr0d2nlun.cloudfront.net/XMLSII_R77840623-3T61F83A1.xml,,,"
FECHA DE PROCESO : 20-07-2025 14:44:39
DOCUMENTO EN SII : ENVIADO
DOCUMENTO PDF : CREADO
DOCUMENTO XML : CREADO
PDF CREADO ADJUNTADO DTE : ADJUNTADO
DETALLE : DTE procesado correctamente.
",,Procesado correctamente,,,,,,,,,,,
2025-07-21,,4984177000004179001,,4984177000008689292,NC84-FE258,Closed,Cuentas por cobrar,Jugabet,CUS-00018,,,,,,,,,,,,,,,,,,,4984177000007671066,CLP,1,false,5090469,0,0.00,,,,0,,,,,,,0,,true,Servicio de Seguridad,0.00,0.00,1.00,"Provision of physical security services for the month of June 2025.
Client Company: Insailer Ltd.
Amount: 129.71 UF (Chilean Unidad de Fomento)
Bank Details for Payment in CLP:
Beneficiary Bank: Banco Santander Chile
Gard SpA
RUT: 77.840.623-3
Cuenta Corriente N°: 94541158
Correo: administracion@gard.cl",0,5090469,FE258,,,4984177000000190090,Exento IVA,0.00,ItemAmount,,item_level,5090469,0,Ajuste,,Standard Template,,5090469,Ventas,,0.0,,Nota Crédito (61),Anula Documento de Referencia,84,false,,55555555-5,SIN INFORMACION,SIN INFORMACION,SIN INFORMACION,SIN INFORMACION,,,,,,false,https://d1iwzdr0d2nlun.cloudfront.net/PDF_R77840623-3T61F84A1.pdf,,Factura exenta (34),258,2025-07-20,,,,Estado DTE SII retornado correctamente.,TVAL,0,Documento Recibido por el SII. Datos Coinciden con los Registrados,,,,,,,,,https://d1iwzdr0d2nlun.cloudfront.net/XMLSII_R77840623-3T61F84A1.xml,,,"
FECHA DE PROCESO : 21-07-2025 12:20:35
DOCUMENTO EN SII : ENVIADO
DOCUMENTO PDF : CREADO
DOCUMENTO XML : CREADO
PDF CREADO ADJUNTADO DTE : ADJUNTADO
DETALLE : DTE procesado correctamente.
",,Procesado correctamente,,,,,,,,,,,
2025-07-21,,4984177000004179001,,4984177000008689438,NC85-FA1402,Closed,Cuentas por cobrar,Emecar,CUS-00021,,,,,,,,,,,,,,,,,,,4984177000008661777,CLP,1,false,2610616,0,0.00,,,,0,,,,,,,0,,true,Servicio de Seguridad,0.00,0.00,1.00,"39 UF
Julio 2025",290805,1530555,FA1402,,,4984177000000190108,IVA,19.00,ItemAmount,,item_level,2193795,0,Ajuste,,Standard Template,,1530555,Ventas,,0.0,,Nota Crédito (61),Anula Documento de Referencia,85,false,,79567820-4,VINA DEL MAR,VINA DEL MAR,OTROS SERVICIOS DE ATENCION DE LA SALUD,3 NORTE 857,,,,,,false,https://d1iwzdr0d2nlun.cloudfront.net/PDF_R77840623-3T61F85A1.pdf,,Factura afecta (33),1402,2025-07-20,,,,Estado DTE SII retornado correctamente.,TVAL,0,Documento Recibido por el SII. Datos Coinciden con los Registrados,,,,,,,,,https://d1iwzdr0d2nlun.cloudfront.net/XMLSII_R77840623-3T61F85A1.xml,,,"
FECHA DE PROCESO : 21-07-2025 13:35:41
DOCUMENTO EN SII : ENVIADO
DOCUMENTO PDF : CREADO
DOCUMENTO XML : CREADO
PDF CREADO ADJUNTADO DTE : ADJUNTADO
DETALLE : DTE procesado correctamente.
",,Procesado correctamente,,,,,,,,,,,
2025-07-21,,4984177000004179001,,4984177000008689438,NC85-FA1402,Closed,Cuentas por cobrar,Emecar,CUS-00021,,,,,,,,,,,,,,,,,,,4984177000008661777,CLP,1,false,2610616,0,0.00,,,,0,,,,,,,0,,true,Servicio de Seguridad,0.00,0.00,1.00,Proporcional Junio 2025,126016,663240,FA1402,,,4984177000000190108,IVA,19.00,ItemAmount,,item_level,2193795,0,Ajuste,,Standard Template,,663240,Ventas,,0.0,,Nota Crédito (61),Anula Documento de Referencia,85,false,,79567820-4,VINA DEL MAR,VINA DEL MAR,OTROS SERVICIOS DE ATENCION DE LA SALUD,3 NORTE 857,,,,,,false,https://d1iwzdr0d2nlun.cloudfront.net/PDF_R77840623-3T61F85A1.pdf,,Factura afecta (33),1402,2025-07-20,,,,Estado DTE SII retornado correctamente.,TVAL,0,Documento Recibido por el SII. Datos Coinciden con los Registrados,,,,,,,,,https://d1iwzdr0d2nlun.cloudfront.net/XMLSII_R77840623-3T61F85A1.xml,,,"
FECHA DE PROCESO : 21-07-2025 13:35:41
DOCUMENTO EN SII : ENVIADO
DOCUMENTO PDF : CREADO
DOCUMENTO XML : CREADO
PDF CREADO ADJUNTADO DTE : ADJUNTADO
DETALLE : DTE procesado correctamente.
",,Procesado correctamente,,,,,,,,,,,
2025-07-21,,4984177000004179001,,4984177000008698390,NC86-FA1401,Closed,Cuentas por cobrar,Pedemonte,CUS-00020,,,,,,,,,,,,,,,,,,,4984177000008661660,CLP,1,false,3409213,0,0.00,,,,0,,,,,,,0,,true,Servicio de Seguridad,0.00,0.00,1.00,73 UF,544328,2864885,FA1401,,,4984177000000190108,IVA,19.00,ItemAmount,,item_level,2864885,0,Ajuste,,Standard Template,,2864885,Ventas,,0.0,,Nota Crédito (61),Anula Documento de Referencia,86,false,,96993280-6,LA SERENA,LA SERENA,ALQUILER DE BIENES INMUEBLES AMOBLADOS O,ISLA DE PASCUA 3525  32 EDIFICIO LA PLAYA,,,,,,false,https://d1iwzdr0d2nlun.cloudfront.net/PDF_R77840623-3T61F86A1.pdf,,Factura afecta (33),1401,2025-07-20,,,,Estado DTE SII retornado correctamente.,TVAL,0,Documento Recibido por el SII. Datos Coinciden con los Registrados,,,,,,,,,https://d1iwzdr0d2nlun.cloudfront.net/XMLSII_R77840623-3T61F86A1.xml,,,"
FECHA DE PROCESO : 21-07-2025 14:48:07
DOCUMENTO EN SII : ENVIADO
DOCUMENTO PDF : CREADO
DOCUMENTO XML : CREADO
PDF CREADO ADJUNTADO DTE : ADJUNTADO
DETALLE : DTE procesado correctamente.
",,Procesado correctamente,,,,,,,,,,,
2025-08-20,,4984177000004179001,,4984177000009260497,NC87-FA1417,Closed,Cuentas por cobrar,Jugabet,CUS-00018,,,,,,,,,,,,,,,,,,,4984177000007671066,CLP,1,false,6059666,0,0.00,,,1417,0,,,,,,,0,,true,Servicio de Seguridad,0.00,0.00,1.00,"Provision of physical security services for the month of August 2025.

Client Company: Insailer Ltd.
Amount: 129.71 UF (Chilean Unidad de Fomento)

Bank Details for Payment in CLP:
Beneficiary Bank: Banco Santander Chile
Gard SpA
RUT: 77.840.623-3
Cuenta Corriente N°: 94541158
Correo: administracion@gard.cl",967510,5092156,FA1417,,,4984177000000190108,IVA,19.00,ItemAmount,Carlos Irigoyen Garcés,item_level,5092156,0,,,Standard Template,,5092156,Ventas,,0.0,,Nota Crédito (61),Anula Documento de Referencia,87,false,,55555555-5,SIN INFORMACION,SIN INFORMACION,SIN INFORMACION,SIN INFORMACION,,,,,,false,https://d1iwzdr0d2nlun.cloudfront.net/PDF_R77840623-3T61F87A1.pdf,,Factura afecta (33),1417,2025-08-20,,,,,,,,,,,,,,,,https://d1iwzdr0d2nlun.cloudfront.net/XMLSII_R77840623-3T61F87A1.xml,,,"
FECHA DE PROCESO : 20-08-2025 09:38:05
DOCUMENTO EN SII : ENVIADO
DOCUMENTO PDF : CREADO
DOCUMENTO XML : CREADO
PDF CREADO ADJUNTADO DTE : ADJUNTADO
DETALLE : DTE procesado correctamente.
",,Procesado correctamente,,,,,,,,,,,
2025-08-25,,4984177000004179001,,4984177000009400114,NC88-FA1418,Closed,Cuentas por cobrar,Newtree,CUS-00015,,,,,,,,,,,,,,,,,,,4984177000006414003,CLP,1,false,2569436,0,0.00,,,1418,0,,,,,,,0,,true,Servicio de Seguridad,0.00,0.00,1.00,55 UF,410246,2159190,FA1418,,,4984177000000190108,IVA,19.00,ItemAmount,Carlos Irigoyen Garcés,item_level,2159190,0,Ajuste,,Standard Template,,2159190,Ventas,,0.0,,Nota Crédito (61),Anula Documento de Referencia,88,false,,77873029-4,CONCEPCION,CONCEPCION,VENTA AL POR MAYOR DE ARTICULOS ELECTRIC,Av Los Carrera Poniente 301  T100,,,,,,false,https://d1iwzdr0d2nlun.cloudfront.net/PDF_R77840623-3T61F88A1.pdf,,Factura afecta (33),1418,2025-08-20,,,,Estado DTE SII retornado correctamente.,TVAL,0,Documento Recibido por el SII. Datos Coinciden con los Registrados,,,,,,,,,https://d1iwzdr0d2nlun.cloudfront.net/XMLSII_R77840623-3T61F88A1.xml,,,"
FECHA DE PROCESO : 26-08-2025 09:55:28
DOCUMENTO EN SII : ENVIADO
DOCUMENTO PDF : CREADO
DOCUMENTO XML : CREADO
PDF CREADO ADJUNTADO DTE : ADJUNTADO
DETALLE : DTE procesado correctamente.
",,Procesado correctamente,,,,,,,,,,,
2025-08-28,,4984177000004179001,,4984177000009538003,NC89-FA1425,Closed,Cuentas por cobrar,Embajada Brasil,CUS-00013,,,,,,,,,,,,,,,,,,,4984177000006207055,CLP,1,false,23369917,0,0.00,,,,0,,,,,,,0,,true,Servicio de Seguridad,0.00,0.00,1.00,,3731331,19638586,FA1425,4984177000006207086,Embajada Brasil,4984177000000190108,IVA,19.00,ItemAmount,Carlos Irigoyen Garcés,item_level,19638586,0,Ajuste,,Standard Template,,19638586,Ventas,,0.0,,Nota Crédito (61),Anula Documento de Referencia,89,false,,69900700-5,LAS CONDES,SANTIAGO,OTRAS ACTIVIDADES DE SERVICIOS PERSONALE,AV APOQUINDO 3039 OF 301,,,,,,false,https://d1iwzdr0d2nlun.cloudfront.net/PDF_R77840623-3T61F89A1.pdf,,Factura afecta (33),1425,2025-08-20,,,,Estado DTE SII retornado correctamente.,TVAL,0,Documento Recibido por el SII. Datos Coinciden con los Registrados,,,,,,,,,https://d1iwzdr0d2nlun.cloudfront.net/XMLSII_R77840623-3T61F89A1.xml,,,"
FECHA DE PROCESO : 01-09-2025 16:28:33
DOCUMENTO EN SII : ENVIADO
DOCUMENTO PDF : CREADO
DOCUMENTO XML : CREADO
PDF CREADO ADJUNTADO DTE : ADJUNTADO
DETALLE : DTE procesado correctamente.
",,Procesado correctamente,,,,,,,,,,,
2025-09-21,,4984177000004179001,,4984177000009867106,NC90-FE261,Closed,Cuentas por cobrar,Jugabet,CUS-00018,,,,,,,,,,,,,,,,,,,4984177000007671066,CLP,1,false,5121729,0,0.00,,,FE261,0,,,,,,,0,,true,Servicio de Seguridad,0.00,0.00,1.00,"Provision of physical security services for the month of June 2025.

Client Company: Insailer Ltd.
Amount: 129.71 UF (Chilean Unidad de Fomento)

Bank Details for Payment in CLP:
Beneficiary Bank: Banco Santander Chile
Gard SpA
RUT: 77.840.623-3
Cuenta Corriente N°: 94541158
Correo: administracion@gard.cl",0,5121729,FE261,,,4984177000000190090,Exento IVA,0.00,ItemAmount,Carlos Irigoyen Garcés,item_level,5121729,0,Ajuste,,Standard Template,,5121729,Ventas,,0.0,,Nota Crédito (61),Anula Documento de Referencia,90,false,,55555555-5,SIN INFORMACION,SIN INFORMACION,SIN INFORMACION,SIN INFORMACION,,,,,,false,https://d1iwzdr0d2nlun.cloudfront.net/PDF_R77840623-3T61F90A1.pdf,,Factura exenta (34),261,2025-09-20,,,,,,,,,,,,,,,,https://d1iwzdr0d2nlun.cloudfront.net/XMLSII_R77840623-3T61F90A1.xml,,,"
FECHA DE PROCESO : 21-09-2025 12:37:01
DOCUMENTO EN SII : ENVIADO
DOCUMENTO PDF : CREADO
DOCUMENTO XML : CREADO
PDF CREADO ADJUNTADO DTE : ADJUNTADO
DETALLE : DTE procesado correctamente.
",,Procesado correctamente,,,,,,,,,,,
2025-09-30,,4984177000004179001,,4984177000010120345,ND15-NC93,Open,Cuentas por cobrar,Bodega Santa Amalia,CUS-00019,,,,,,,,,,,,,,,,,,,4984177000007713311,CLP,1,false,8035006,8035006,0.00,,,,0,,,,,,,0,,true,Servicio de Seguridad,0.00,0.00,1.00,171 UF,1282900,6752106,,4984177000007713329,Bodega Santa Amalia,4984177000000190108,IVA,19.00,ItemAmount,Carlos Irigoyen Garcés,item_level,6752106,0,Ajuste,,Standard Template,,6752106,Ventas,,0.0,,Nota Débito (56),Anula Documento de Referencia,93,false,,79513230-9,PUDAHUEL,SANTIAGO,"COMPRA, VENTA Y ALQUILER (EXCEPTO AMOBLA",CAMINO SAN PEDRO 9650 PUERTO SANTIAGO,,15,,Anula Documento de Referencia,,false,https://d1iwzdr0d2nlun.cloudfront.net/PDF_R77840623-3T61F93A1.pdf,https://d1iwzdr0d2nlun.cloudfront.net/PDF_R77840623-3T56F15A1.pdf,Factura afecta (33),1443,2025-09-20,Nota Crédito (61),2025-09-30,93,Estado DTE SII retornado correctamente.,TVAL,0,Documento Recibido por el SII. Datos Coinciden con los Registrados,,,,,,,,,https://d1iwzdr0d2nlun.cloudfront.net/XMLSII_R77840623-3T61F93A1.xml,https://d1iwzdr0d2nlun.cloudfront.net/XMLSII_R77840623-3T56F15A1.xml,,"
FECHA DE PROCESO : 15-10-2025 12:04:53
DOCUMENTO EN SII : ENVIADO
DOCUMENTO PDF : CREADO
DOCUMENTO XML : CREADO
PDF CREADO ADJUNTADO DTE : ADJUNTADO
DETALLE : DTE procesado correctamente.
","
FECHA DE PROCESO : 17-10-2025 11:27:31
DOCUMENTO EN SII : ENVIADO
DOCUMENTO PDF : CREADO
DOCUMENTO XML : CREADO
PDF CREADO ADJUNTADO DTE : ADJUNTADO
DETALLE : DTE procesado correctamente.
",Procesado correctamente,Procesado correctamente,,,,,,,,,,
2025-10-01,,,,4984177000010120513,NC92-FA1452,Closed,Cuentas por cobrar,SCRB,78985840-3,,,,,,,,,,,,,,,,,,,4984177000000293041,CLP,1,false,864585,0,0.00,,,,0,,,,,,,0,,true,,0.00,0.00,1.00,"Servicios de Seguridad Privada
Obra Lo Barnechea
95 UF
Prioporcional Septiembre 18,4 UF",138043,726542,FA1452,4984177000000293053,Obra Lo Barnechea,4984177000000190108,IVA,19.00,ItemAmount,Carlos Irigoyen Garcés,item_level,726542,0,Ajuste,,Standard Template,,726542,Ventas,,0.0,,Nota Crédito (61),Anula Documento de Referencia,92,false,,78985840-3,MAIPU,SANTIAGO,"OTRAS ACTIVIDADES PROFESIONALES, CIENTIF",MININCO 391   CORESA,,,,,,false,https://d1iwzdr0d2nlun.cloudfront.net/PDF_R77840623-3T61F92A1.pdf,,Factura afecta (33),1452,2025-10-01,,,,,,,,,,,,,,,,https://d1iwzdr0d2nlun.cloudfront.net/XMLSII_R77840623-3T61F92A1.xml,,,"
FECHA DE PROCESO : 15-10-2025 12:04:39
DOCUMENTO EN SII : ENVIADO
DOCUMENTO PDF : CREADO
DOCUMENTO XML : CREADO
PDF CREADO ADJUNTADO DTE : ADJUNTADO
DETALLE : DTE procesado correctamente.
",,Procesado correctamente,,,,,,,,,,,
2025-10-15,,,,4984177000010340265,NC91-FA1453,Closed,Cuentas por cobrar,Polpaico,CUS-00005,,,,,,,,,,,,,,,,,,,4984177000001597001,CLP,1,false,10393173,0,0.00,,,,0,,,,,,,0,,true,,0.00,0.00,1.00,"Servicio Seguridad Quilicura
Sept 2025",1509367,7944039,FA1453,4984177000005263365,Polpaico - Quilicura,4984177000000190108,IVA,19.00,ItemAmount,Carlos Irigoyen Garcés,item_level,8733759,0,Ajuste,,Standard Template,,7944039,Ventas,,0.0,,Nota Crédito (61),Anula Documento de Referencia,91,false,,91337000-7,TIL-TIL,Til Til,RECOGIDA DE DESECHOS NO PELIGROSOS,"PANAMARICANA NORTE S/N   TIL-TIL,ROL66-8",,,,,,false,https://d1iwzdr0d2nlun.cloudfront.net/PDF_R77840623-3T61F91A1.pdf,,Factura afecta (33),1453,2025-10-01,,,,Estado DTE SII retornado correctamente.,TVAL,0,Documento Recibido por el SII. Datos Coinciden con los Registrados,,,,,,,,,https://d1iwzdr0d2nlun.cloudfront.net/XMLSII_R77840623-3T61F91A1.xml,,,"
FECHA DE PROCESO : 15-10-2025 12:04:13
DOCUMENTO EN SII : ENVIADO
DOCUMENTO PDF : CREADO
DOCUMENTO XML : CREADO
PDF CREADO ADJUNTADO DTE : ADJUNTADO
DETALLE : DTE procesado correctamente.
",,Procesado correctamente,,,,,,,,,,,
2025-10-15,,,,4984177000010340265,NC91-FA1453,Closed,Cuentas por cobrar,Polpaico,CUS-00005,,,,,,,,,,,,,,,,,,,4984177000001597001,CLP,1,false,10393173,0,0.00,,,,0,,,,,,,0,,true,,0.00,0.00,1.00,"Refuerzo movil y guardia desde el 17 al 21
20 UF",150047,789720,FA1453,,,4984177000000190108,IVA,19.00,ItemAmount,Carlos Irigoyen Garcés,item_level,8733759,0,Ajuste,,Standard Template,,789720,Ventas,,0.0,,Nota Crédito (61),Anula Documento de Referencia,91,false,,91337000-7,TIL-TIL,Til Til,RECOGIDA DE DESECHOS NO PELIGROSOS,"PANAMARICANA NORTE S/N   TIL-TIL,ROL66-8",,,,,,false,https://d1iwzdr0d2nlun.cloudfront.net/PDF_R77840623-3T61F91A1.pdf,,Factura afecta (33),1453,2025-10-01,,,,Estado DTE SII retornado correctamente.,TVAL,0,Documento Recibido por el SII. Datos Coinciden con los Registrados,,,,,,,,,https://d1iwzdr0d2nlun.cloudfront.net/XMLSII_R77840623-3T61F91A1.xml,,,"
FECHA DE PROCESO : 15-10-2025 12:04:13
DOCUMENTO EN SII : ENVIADO
DOCUMENTO PDF : CREADO
DOCUMENTO XML : CREADO
PDF CREADO ADJUNTADO DTE : ADJUNTADO
DETALLE : DTE procesado correctamente.
",,Procesado correctamente,,,,,,,,,,,
2025-10-17,,4984177000004179001,,4984177000010408028,NC94-FA1455,Closed,Cuentas por cobrar,Bodega Santa Amalia,CUS-00019,,,,,,,,,,,,,,,,,,,4984177000007713311,CLP,1,false,10311476,0,0.00,,,,0,,,,,,,0,,true,Servicio de Seguridad,0.00,0.00,1.00,171 UF,1282900,6752106,FA1455,4984177000007713329,Bodega Santa Amalia,4984177000000190108,IVA,19.00,ItemAmount,Carlos Irigoyen Garcés,item_level,8665106,0,Ajuste,,Standard Template,,6752106,Ventas,,0.0,,Nota Crédito (61),Anula Documento de Referencia,94,false,,79513230-9,PUDAHUEL,SANTIAGO,"COMPRA, VENTA Y ALQUILER (EXCEPTO AMOBLA",CAMINO SAN PEDRO 9650 PUERTO SANTIAGO,,,,,,false,https://d1iwzdr0d2nlun.cloudfront.net/PDF_R77840623-3T61F94A1.pdf,,Factura afecta (33),1455,2025-10-01,,,,Estado DTE SII retornado correctamente.,TVAL,0,Documento Recibido por el SII. Datos Coinciden con los Registrados,,,,,,,,,https://d1iwzdr0d2nlun.cloudfront.net/XMLSII_R77840623-3T61F94A1.xml,,,"
FECHA DE PROCESO : 17-10-2025 11:54:03
DOCUMENTO EN SII : ENVIADO
DOCUMENTO PDF : CREADO
DOCUMENTO XML : CREADO
PDF CREADO ADJUNTADO DTE : ADJUNTADO
DETALLE : DTE procesado correctamente.
",,Procesado correctamente,,,,,,,,,,,
2025-10-17,,,,4984177000010408028,NC94-FA1455,Closed,Cuentas por cobrar,Bodega Santa Amalia,CUS-00019,,,,,,,,,,,,,,,,,,,4984177000007713311,CLP,1,false,10311476,0,0.00,,,,0,,,,,,,0,,true,,0.00,0.00,1.00,"Servicio de Seguridad en Bodega Santa María correspondiente a 171 UF (base mensual). Se incluyen además 204 horas extraordinarias trabajadas por 6 guardias, calculadas con un recargo legal del 50% sobre el valor de la hora ordinaria, equivalente a $1.913.000 CLP adicionales.",363470,1913000,FA1455,,,4984177000000190108,IVA,19.00,ItemAmount,Carlos Irigoyen Garcés,item_level,8665106,0,Ajuste,,Standard Template,,1913000,Ventas,,0.0,,Nota Crédito (61),Anula Documento de Referencia,94,false,,79513230-9,PUDAHUEL,SANTIAGO,"COMPRA, VENTA Y ALQUILER (EXCEPTO AMOBLA",CAMINO SAN PEDRO 9650 PUERTO SANTIAGO,,,,,,false,https://d1iwzdr0d2nlun.cloudfront.net/PDF_R77840623-3T61F94A1.pdf,,Factura afecta (33),1455,2025-10-01,,,,Estado DTE SII retornado correctamente.,TVAL,0,Documento Recibido por el SII. Datos Coinciden con los Registrados,,,,,,,,,https://d1iwzdr0d2nlun.cloudfront.net/XMLSII_R77840623-3T61F94A1.xml,,,"
FECHA DE PROCESO : 17-10-2025 11:54:03
DOCUMENTO EN SII : ENVIADO
DOCUMENTO PDF : CREADO
DOCUMENTO XML : CREADO
PDF CREADO ADJUNTADO DTE : ADJUNTADO
DETALLE : DTE procesado correctamente.
",,Procesado correctamente,,,,,,,,,,,
